COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Somalia,Mogadishu,57,30,24,6,1994,26,6,1994,SSA,,,SNA,,99,30,1,Makka and Madina districts,$#33A,,,"Three days of heavy faction fighting on June 24-26 in Mogadishu resulted in 30 dead, according to UN sources, mainly civilians caught in crossfire."
Somalia,Mogadishu,58,30,99,9,1994,99,9,1994,UNOSOM forces,,,Militiamen,,99,>1,1,99,$#34A,,,"Clashes were reported between UNOSOM forces and militiamen in and around Mogadishu throughout September. Some Somalis were killed in the clashes, but no serious UN casualties were reported."
Somalia,Mogadishu,59,30,1,10,1994,3,10,1994,Habar Gadir clan,,,Abgal sub-clan,,99,          >1 ,1,99,$#35A,,,Dozens of people were reported killed in fighting between rival factions in Mogadishu on Oct. 1-3. The clashes involved mainly the Habar Gadir clan loyal to faction leader Gen. Mohammad Farah Aydidand the Abgal sub-clan of President Ali Mahdi Mohammed.
Somalia,Mogadishu,60,30,25,10,1994,29,10,1994,Habar Gadir clan,,,Abgal sub-clan,,99,8,1,99,$#35B,,,Renewed fighting between Habar Gadir clan loyal to faction leader Gen. Mohammad Farah Aydidand the Abgal sub-clan of President Ali Mahdi Mohammed on Oct. 25-29 resulted in a further eight deaths.
Somalia,Mogadishu,61,30,26,2,1995,26,2,1995,Rival factions,,,Rival factions,,99,-99,0,Mogadishu airport,$#36A,,,"Some of the worst fighting took place on Feb. 26. Rival factions, anxious to gain dominance ahead of the final UN evacuation, battled with mortars, grenades and machine guns outside the main gate of Mogadishu airport. "
Somalia,Mogadishu,62,30,26,8,1995,29,8,1995,Gunmen loyal to Ali Mahdi Mohammed,,,Supporters of Gen. Mohammed Farah Aydid,,99,>22,1,99,$#37A,,,"At least 22 people were killed and more than 150 wounded in clashes between rival militias in Mogadishu on Aug. 26-29. Most of the victims were civilians caught in crossfire from machine guns, anti-tank weapons, mortars and rocket-propelled grenades."
Somalia,Mogadishu,63,31,26,3,1996,26,3,1996,Aydid supporters,,,Ato faction,,99,1,1,99,$#38B,,,"According to pro-Ato radio, Aydid's supporters had launched a ""suicidal"" attack on the Ato faction on March 26."
Somalia,Mogadishu,64,30,28,3,1996,28,3,1996,Supporters of Gen. Mohammed Farah Aydid,,,USC-SNA,,99,9,1,99,$#38A,,,Nine people was killed and 12 injured in faction fighting in Mogadishu and the south. The main clashes were between supporters of Gen. Mohammed Farah Aydid and Osman Ato's United Somali Congress-Somali National Alliance (USC-SNA) in the southern Shabeellaha Hoose region of the country.
Somalia,Mogadishu,65,30,99,4,1996,99,4,1996,Supporters of Gen. Mohammed Farah Aydid,,,USC-SNA,,99,          >1,1,99,$#39A,,,"Heavy fighting in Mogadishu and southern Somalia during the month left up to 120 people dead and another 400 injured. On April 30 a USC-SNA representative speaking on pro-Ato radio called for a jihad (""holy war"") against Aydid, who was described as being ""anti-Islamic"" since militia men loyal to him had engaged in battle on the religious festival of Id"
Somalia,Mogadishu,66,31,4,10,1996,4,10,1996,Supporters of Aydid,,,USC-SNA ,,99,2,1,99,$#40B,,,Killing of two senior USC-SNA officials on Oct. 4.
Somalia,Mogadishu,67,31,29,10,1996,29,10,1996,Militia men loyal to Ato,,,Crowd,,99,         >13,1,South Mogadishu,$#40A,,,"Drive-by attack on a crowd in south Mogadishu which killed 13 people and injured 17 others critically. The incident took place in part of the city controlled by Aydid, who described the perpetrators as ""anti-peace bandits"". Some observers believed that the attack had been carried out by militia men loyal to Ato in retaliation for the killing of two senior USC-SNA officials on Oct. 4."
Somalia,Mogadishu,68,31,9,3,1998,9,3,1998,99,,,99,,99,         >12,1,North Mogadishu,$#41A,,,At least 12 people were reported to have been killed when a bomb exploded in north Mogadishu on March 9. It was reported that the incident appeared to have been the accidental result of a fire having detonated a disused grenade or landmine
Somalia,Mogadishu,69,30,28,3,1998,28,3,1998,Rival clansmen,,,Rival clansmen,,99,          >1,1,North Mogadishu,$#41B,,,Fighting between rival clansmen caused several deaths in northern Mogadishu on March 28. 
Somalia,Mogadishu,70,31,15,4,1998,15,4,1998,Militiamen,,,Foreign Red Cross workers,,99,0,0,North Mogadishu,$#42A,,,"Militiamen took hostage seven foreign Red Cross workers, a Somali Red Crescent employee, and two foreign pilots when their aircraft landed in north Mogadishu (the capital) on April 15. The militiamen were said to have threatened to kill the hostages unless they received a ransom of US$1 million. However, all of the hostages were freed unharmed on April 24, no ransom having been paid."
Somalia,Mogadishu,71,31,10,7,1999,10,7,1999,Gunman,Ethiopian government,,Sheikh Abdullahi Irad,,99,1,1,99,$#43A,,,Assasination of Somali Muslim leader Sheikh Abdullahi Irad by unidentified gunman. Fellow members of Irad's fundamentalist Al-Itihad al-Islam faction blamed the Ethiopian government for his death.
Somalia,Mogadishu,72,61,13,8,2000,13,8,2000,Demonstrators,,,New national assembly,,99,0,0,99,$#44A,,,"Demonstrations in support of the new National Assembly were staged in Mogadishu, the Somali capital, as the Assembly began its first session in exile in Djibouti. "
Somalia,Mogadishu,73,31,11,10,2000,11,10,2000,Gunmen,,,Security guards,,99,0,0,Hotel,$#45A,,,"A group of gunmen opened fire on a hotel in Mogadishu, where members of the transitional parliament were staying, on Oct. 11. There were no reported casualties.  Reports said that the attack was not politically motivated, but was directed against security guards by men who had been rejected for employment as parliamentary security officers."
Somalia,Mogadishu,74,31,12,11,2000,12,11,2000,Militiamen,,,Hassan Ahmed Elmi,,99,1,1,Outside home of Hassan Ahmed Elmi,$#46A,,,"Assasination of Hassan Ahmed Elmiby a group of militiamen outside his home in Mogadishu. Local reports said that the killing was politically motivated, but a leader of the predominant militia group in the area denied that his men were responsible."
Somalia,Mogadishu,75,31,13,3,2001,13,3,2001,Militiamen,,,Police,,99,3,1,Northern Mogadishu ,$#47A,,,"Police and militiamen clashed in the Banaadir district of northern Mogadishu and Abdullahi Ali Yarow, deputy inspector of police, was killed.  Two other police officers were also killed in the fighting which erupted when a police patrol was ambushed by militiamen loyal to Muhammad Umar Habib."
Somalia,Mogadishu,76,31,27,3,2001,27,3,2001,Gunmen,Militia loyal to Muse Sudi Yalahow,,Convoy of aid workers ,,99,12,1,Outside the compound of the European aid agency Médecins Sans Frontières,$#48A,,,"Gunmen ambushed a convoy of aid workers outside the compound of the European aid agency Médecins Sans Frontières and seized four Europeans as hostages.  Some 12 Somalis were killed in the attack which was carried out by militia loyal to Muse Sudi Yalahow.  Two of the hostages were released on March 30, but the remaining two were held by the gunmen until April 4."
Somalia,Mogadishu,77,30,28,6,2001,28,6,2001,Fighters loyal to Hussein Mohammed Aydid,,,Police,,99,          >6,1,Main market,$#49A,,,"Daylong fighting on June 28 in and around Mogadishu’s main market.  The police clashed with fighters loyal to one of the country’s main warlords, Hussein Mohammed Aydid. At least four police officers and two militiamen were killed."
Somalia,Mogadishu,78,30,15,10,2001,18,10,2001,Somali government troops,,,Militiamen,,99,         >20,1,Outskirts,$#50A,,,Somali government troops clashed with militiamen loyal to the faction leader Muse Sudi Yalahow on the outskirts of Mogadishu in mid-October. At least 20 people died in clashes that lasted for three days.
Somalia,Mogadishu,79,51,99,10,2001,99,10,2001,Rioters,,,Rioters,,99,          >2,1,99,$#50B,,,"At least two people were killed in rioting which broke out in Mogadishu after local shops and businesses refused to accept 500 shilling notes (US$1.00=2620.00 shillings as at Oct. 5, 2001).  The 500 shilling note was reported to have lost over half of its value in a year as factional leaders and warlords resorted to issuing their own currency."
Somalia,Mogadishu,80,31,28,2,2002,28,2,2002,Gunmen,,,Somali official of the UN Children’s Fund ,UN,99,0,0,99,$#51A,,,Gunmen seized a Somali official of the UN Children’s Fund (UNICEF) in Mogadishu on Feb. 28.  The kidnapping of the worker happened a day after the UN Secretary-General Kofi Annan had presented a report saying that Somalia remained too dangerous to open a UN office in Mogadishu.
Somalia,Mogadishu,81,31,28,4,2002,28,4,2002,Kidnappers,,,Mohammed Ali Abokor,UN,99,0,0,Southern Mogadishu,$#52B,,,"Kidapping of Mohammed Ali Abokor, a Somali national and UN worker in Southern Mogadishu."
Somalia,Mogadishu,82,30,28,5,2002,28,5,2002,Government forces,,,SRRC,Militia loyal to faction leaders Uthman Hassan Ali Ato and Mohammed Dhere,99,         >60,1,Northern Mogadishu ,$#52A,,,"Heavy factional fighting in northern Mogadishu, the capital, on May 28 resulted in the deaths of over 60 people. The hostilities involved government forces and those of faction leader Muse Sudi Yalahow, a member of the Ethiopian-backed Somali Reconciliation and Restoration Council (SRRC).  Militia loyal to faction leaders Uthman Hassan Ali Ato and Mohammed Dhere had also taken part in the fighting, on Yalahow’s side."
Somalia,Mogadishu,83,31,99,3,2003,99,3,2003,Kenyan forces,,,Senior al-Qaida suspect,,99,0,0,99,$#53A,,,"Kenya sent forces by helicopter to seize a senior al-Qaida suspect in a raid on Mogadishu in March. The suspect had subsequently been identified as Suliman Abdalla Salim Hemed, a Yemeni citizen."
Somalia,Mogadishu,84,61,24,2,2005,24,2,2005,Public,,,President Col Ahmed Abdullahi Yusuf,Prime Minister Ali Mohammed Gedi ,99,0,0,99,$#54A,,,"Thousands of people took to the streets of the capital, Mogadishu, to welcome their leaders President Col Ahmed Abdullahi Yusuf and Prime Minister Ali Mohammed Gedi, whose visit had been delayed for months due to fears for their safety."
Somalia,Mogadishu,85,41,3,5,2005,3,5,2005,99,,,Government,,99,         >15,1,Footbal stadium,$#55A,,,"At least 15 people had been killed and nearly 40 wounded on May 3 in a bomb blast at a football stadium in Mogadishu, moments after Prime Minister Gedi had addressed hundreds of his supporters during a brief visit to the city."
Somalia,Mogadishu,86,31,6,11,2005,6,11,2005,99,,,Prime Minister Ali Muhammed Gedi,,99,          >3,1,99,$#56A,,,"Assassination attempt on Prime Minister Ali Muhammed Gedi. Gedi was visiting the city from his base in Jowhar when his convoy hit a landmine and was attacked by grenades. Gedi was unharmed in the attack, but at least three of his bodyguards were reportedly killed."
Somalia,Mogadishu,87,30,12,11,2005,13,11,2005,Islamist militia,,,Local militias defending the Yaqshid,,99,        >12,1,99,$#56B,,,"Clashes between gunmen loyal to the city’s Islamic courts and local militias defending the Yaqshid district began on Nov. 12 and had continued on the following day. Heavy fighting apparently sparked by an Islamist militia’s moves to close cinemas and video shops in Mogadishu killed at least 12 people and wounded more than 21, according to reports on Nov. 14."
Somalia,Mogadishu,88,31,21,2,2006,21,2,2006,Adan and Mohammed Qanyare Afrah,,,Islamic militia ,,99,        >33,1,99,$#57A,,,"Factions led by Adan and Mohammed Qanyare Afrah (Minister of National Security) had recently attacked an Islamic militia (the Islamic Courts Union) which had steadily increased its influence in the city, resulting in at least 33 deaths.  The UN regional information network, IRIN, had reported on Feb. 21 that thousands of people had been forced to flee from northern and north-eastern suburbs of Mogadishu because of the fighting."
Somalia,Mogadishu,89,60,99,2,2006,99,2,2006,Demonstrators,,,Danish newspaper,,99,0,0,99,$#57B,,,Demonstrations took place in Mogadishu and elsewhere in protests against the publication in 2005 in a Danish newspaper of satirical cartoons featuring the Prophet Mohammed. 
Somalia,Mogadishu,90,30,22,3,2006,25,3,2006,Islamic Courts’ militia,,,The Alliance for the Restoration of Peace and Counter-Terrorism,,99,         >93,1,Outskirts,$#58A,,,"Heavy fighting between rival factions in the northern and north-eastern outskirts of the capital, Mogadishu, on March 22-25 resulted in the deaths of at least 93 people."
Somalia,Mogadishu,91,30,7,5,2006,14,5,2006,ARPCT,,,Islamic Courts’ militia ,,99,       >130,1,Siisi district of northern Mogadishu ,$#59A,,,"Fighting between the ARPCT and the Islamic courts' militia erupted in the Siisi district of northern Mogadishu on May 7.  At least 80 people had been killed in the fighting when a ceasefire was declared late on May 9.  However, fresh fighting broke out on May 10 and by May 12 Western newspapers were reporting that at least 130 people had died in the fighting, mostly civilians caught in crossfire.  Neither side appeared to have gained any territorial advantage.  A ceasefire was agreed on May 14"
Somalia,Mogadishu,92,30,25,5,2006,25,5,2006,ARPCT,,,Islamic Courts’ militia ,,99,         >39,1,Outskirts,$#59B,,,"Fresh fighting broke out on May 25.  According to reports, at least 39 people died as the unrest spread from northern Mogadishu to the southern and eastern districts of the city"
Somalia,Mogadishu,93,31,17,9,2006,17,9,2006,Muslims,,,Italian nun,,99,1,1,Children’s hospital,$#60A,,,"An Italian nun, Sister Leonella Sgorbati, 65, was shot dead at a children’s hospital in Mogadishu on Sept. 17 in what some reports claimed was a revenge attack for remarks about Islam made earlier in the month by Pope Benedict XVI "
Somalia,Mogadishu,94,31,25,12,2006,25,12,2006,Ethiopian fighter jets,USA,,UIC,,99,0,0,Mogadishu airport,$#61A,,,"Ethiopian fighter jets attacked airports at Mogadishu and Baledogle, to prevent the UIC bringing in fresh military supplies. As the government troops began closing in on Mogadishu, UIC fighters (the Shebab), were reported to be deserting in droves.  The UIC abandoned Mogadishu on Dec. 28, claiming that they did not want to see the city destroyed in fighting.  Some 3,000 UIC fighters were reported to have driven out of the city in the direction of the southern port of Kismaayo, the Courts’ last stronghold.  Troops from the transitional government, along with Ethiopian soldiers, poured into the capital and quickly secured all important positions, including the port, the airport, and the presidential palace."
Somalia,Mogadishu,95,60,29,12,2006,29,12,2006,Rioters,,,Ethiopia,,99,0,0,99,$#61B,,,"Anti-Ethiopian riots had erupted in the city prior to the visit of Ali Mohammed Gedi, Prime Minister of the transitional government."
India,Mumbai,1,60,12,7,1960,14,7,1960,Workers,,,Government,,99,-99,0,99,$#1A,,,"In Bombay, work in all railway workshops except one was almost totally paralysed, and telegraph services were affected in Bombay, Agra, Nagpur, and Jaipur."
India,Mumbai,2,60,12,8,1964,12,8,1964,Demonstrators,,,Government,,99,-99,0,99,$#3A,,,Bombay and other cities in Maharashtra were brought to a standstill by a general strike on Aug. 12.
India,Mumbai,3,60,25,11,1964,26,11,1964,Students,,,Belgian Embassy,,99,-99,0,Belgian Embassy,$#2A,,,Students entered the Belgian Consulate in Bombay for a sit-down demonstration. 
India,Mumbai,4,60,21,5,1966,21,5,1966,Demonstrators,,,Government,,99,-99,0,99,$#5A,,,"A demonstration in Bombay city on May 21 was broken up by the police, who made a number of arrests."
India,Mumbai,5,60,24,8,1966,24,8,1966,Demonstrators,,,Government,,5,-99,0,State Sacretariat,$#5B,,,"About 15,000 people picketed the State Secretariat in Bombay on Aug. 24 as a protest against the State Government's failure to secure the implementation of the Legislature's resolution of April 5."
India,Mumbai,6,60,25,8,1966,25,8,1966,Demonstrators,,,Government,,99,-99,0,99,$#4A,,,General strikes were organized by the left-wing parties in Bombay on Aug. 25.
India,Mumbai,7,60,5,11,1967,5,11,1967,Demonstrators,,,Government,,99,-99,0,99,$#6A,,,Protest demonstrations against the report took place in Bombay and Belgaum on Nov. 5.
India,Mumbai,8,60,12,12,1967,12,12,1967,Demonstrators,,,Government,,99,-99,0,99,$#7A,,,In Bombay demonstrators burnt copies of the Language Bill on Dec. 12 and destroyed English signs and literature.
India,Mumbai,9,50,7,2,1969,11,2,1969,Demonstrators,,,Government,,99,50,1,99,$#8A,,,"An agitation by the Shiv Sena in support of the merger of Marathi-speaking areas of Mysore with Maharashtra led to violent rioting in Bombay on Feb. 7-11, 1969."
India,Mumbai,10,60,5,10,1969,5,10,1969,Demonstrators,,,Religious extremists,,99,-99,0,99,$#9A,,,"Similar one-day fasts were observed by thousands of people in Bombay, Patna, the Punjab, Hariana, and other parts of India. "
India,Mumbai,11,50,24,8,1970,24,8,1970,Demonstrators,,,Government,,99,1,1,99,$#10A,,,"An outbreak of communal rioting occurred in Bombay on Aug. 24, and after a lathi charge had failed to disperse the rioters the police opened fire, killing one person and wounding seven. "
India,Mumbai,12,60,15,5,1973,15,5,1973,Demonstrators,,,Government,,99,-99,0,99,$#11A,,,"A general strike in Bombay on May 15, called by the left-wing parties as a protest against the State Government's failure to supply adequate foodgrains to ration shops, led to clashes between strikers and non-strikers. "
India,Mumbai,13,60,10,12,1973,10,12,1973,Demonstrators,,,Government,,99,-99,0,99,$#14A,,,The riots spread on Dec. 10 to Bombay.
India,Mumbai,14,60,18,12,1973,18,12,1973,Demonstrators,,,Government,,99,-99,0,99,$#14B,,,"A general strike in Bombay on Dec. 18, called by the Shiv Sena with the support of all the leading political parties, received almost total support"
India,Mumbai,15,60,2,1,1974,2,1,1974,Demonstrators,,,Government,,99,-99,0,99,$#12A,,,"In Maharashtra a general strike on Jan. 2 called by the left-wing trade unions received total support in Bombay, Poona and other cities and towns. "
India,Mumbai,16,30,6,1,1974,99,2,1974,Dalit Panthers,,,Caste Hindus,,99,-99,0,99,$#13A,,,"Clashes between Dalit Panthers and caste Hindus began in central Bombay on Jan. 6, when the latter attacked a meeting organized by the Panthers in support of their boycott campaign, and continued at intervals throughout January and February."
India,Mumbai,17,60,25,1,1974,25,1,1974,Demonstrators,,,Government,,99,-99,0,99,$#13B,,,"Shiv Sena supporters demonstrated in Bombay on Jan. 25, demanding that 80 per cent of the posts in a nationalized bank should be reserved for people of Maharashtrian parentage"
India,Mumbai,18,30,99,1,1974,99,3,1974,Harijans,,,Caste Hindus,,99,-99,0,99,$#15A,,,Clashes between Harijans and caste Hindus in Bombay. 
India,Mumbai,19,60,22,2,1974,22,2,1974,Demonstrators,,,Government,,99,7,1,99,$#13C,,,"A protest demonstration against food shortages in Bombay on Feb. 22, which had been organized by the Jan Sangh and other Opposition parties, developed into riots in which over 300 motor vehicles were damaged. The police opened fire several times, killing seven people. "
India,Mumbai,20,60,2,5,1974,7,5,1974,Workers,,,Government,,99,-99,0,99,$#16A,,,In Bombay railway and bus workers went on strike as a protest against the death of a union leader who died of a heart attack shortly after his arrest.
India,Mumbai,21,60,26,6,1975,26,6,1975,Demonstrators,,,Government,,99,-99,0,99,$#17A,,,A general strike called in Bombay on June 26 met with some support.
India,Mumbai,22,60,9,5,1977,19,5,1977,Port workers,,,Port authority,,99,-99,0,99,$#18A,,,"The most serious being a strike by Bombay port workers on May 9-19 in protest against the port authorities' failure to fill over 2,000 vacancies in their ranks. "
India,Mumbai,23,60,20,10,1981,18,1,1982,Workers,,,Government,,5,-99,0,99,$#19A,,,"In Bombay, where 25,000 workers in seven textile mills had been on strike in support of wage demands since Oct.20, 1981"
India,Mumbai,24,60,19,4,1982,19,4,1982,Demonstrators,,,Government,,99,-99,0,99,$#19B,,,A one-day general strike in Maharashtra on April 19 in sympathy with the textile workers received wide support in Bombay and most parts of the state.
India,Mumbai,25,60,18,8,1982,18,8,1982,Police,,,Government,,99,-99,0,99,$#20A,,,"The police revolt took place in Bombay on Aug. 18, 1982"
India,Mumbai,26,60,18,8,1982,18,8,1982,Textile Workers,,,Government,,99,-99,0,99,$#20B,,,"The police revolt took place in Bombay on Aug. 18, 1982, coinciding with mass demonstrations by striking textile workers."
India,Mumbai,27,60,20,5,1984,24,5,1984,Demonstrators,,,Government,,99,32,1,99,$#21A,,,"On May 20 six people died when the police opened fire on rioters in a suburb of Bombay and on the following day, as Mrs Gandhi visited the area, five more people were killed in similar circumstances. On May 24 it was reported that 21 people were killed when the police opened fire on rioters in different parts of Bombay and the Thane and Kalyan areas to the north-east of the city.  "
India,Mumbai,28,41,25,5,1984,25,5,1984,99,,,Government,,99,-99,0,99,$#21B,,,Two bombs exploded in Bombay on May 25 injuring at least 11 people. 
India,Mumbai,29,60,24,6,1984,24,6,1984,Hindus,,,Government,,99,-99,0,99,$#21C,,,"Towards the end of June, following four deaths attributed to intercommunal strife in the Kherwadi district of Bombay, Hindus began street protests over the arrest on June 24 of a leader of the Hindu communalist "
India,Mumbai,30,31,27,11,1984,27,11,1984,99,,,British deputy high commissioner,,99,1,1,99,$#22A,,,"Mr Percy Norris, the British deputy high commissioner in Bombay, was shot dead by two unidentified assailants "
India,Mumbai,31,60,24,2,1989,24,2,1989,Demonstrators,,,Government,,99,2,1,99,$#23A,,,"At least 10 people were killed and more than 50 others injured in Bombay, India, on Feb. 24 after police opened fire on demonstrators at an anti-Rushdie rally."
India,Mumbai,32,60,17,4,1989,19,4,1989,Workers,,,Government,,99,-99,0,99,$#24A,,,Strikes against the government.
India,Mumbai,33,30,99,12,1992,99,12,1992,Moslem,,,Hindus,,99,-99,0,99,$#25A,,,"Numerous deaths and arson attacks on Hindu and Moslem religious shrines across India despite strict security arrangements in most states. Some of the worst affected cities were Bhopal, Bombay, Calcutta, Delhi, Jaipur, Kanpur and Surat."
India,Mumbai,34,30,5,1,1993,10,1,1993,Moslem,,,Hindus,,99,80,1,99,$#26A,,,Intense communal violence triggered by the destruction of the mosque at Ayodhya flared again in the western cities of Bombay and Ahmedabad from Jan. 5. 
India,Mumbai,35,41,12,3,1993,12,3,1993,99,,,Government,,99,250,1,99,$#27A,,,"More than 250 people were killed and at least 1,200 injured in Bombay on March 12 when a synchronized chain of car bombs destroyed the city's stock exchange."
India,Mumbai,36,60,21,1,1994,21,1,1994,Demonstrators,,,Government,,99,-99,0,99,$#28A,,,"On Jan. 21 a strike by the right-wing opposition Shiv Sena, the only party to oppose the action, paralysed the state's commercial capital, Bombay, and triggered widespread caste violence. "
India,Mumbai,37,31,25,8,1994,25,8,1994,99,,,BJP,,99,1,1,99,$#29A,,,"The president of the Bombay branch of the pro-Hindu Bharatiya Janata Party (BJP), Ramdasa Naikwas shot dead in a western suburb of the city on Aug. 25. "
India,Mumbai,38,31,16,1,1997,16,1,1997,99,,,Trade Union,,99,1,1,99,$#30A,,,"Datta Samant, one of the country’s most prominent trade union leaders, was killed on Jan. 16 when four unidentified men ambushed his car near his Bombay home. "
India,Mumbai,39,60,17,1,1997,17,1,1997,Demonstrators,,,Assasin,,99,-99,0,99,$#30B,,,The killing led to a spontaneous strike and sporadic violence in the industrial belt of central and north Bombay coinciding with Samant’s funeral on Jan. 17. 
India,Mumbai,40,60,11,7,1997,11,7,1997,Demonstrators,,,Government,,99,11,1,99,$#31A,,,Bombay police shot dead 11 people protesting at the desecration of a social activist's statue in the city on July 11. 
India,Mumbai,41,41,27,2,1998,27,2,1998,99,,,Government,,99,4,1,Railway Station,$#32A,,,"On the eve of polling for the third phase of the election on Feb. 27, four people were killed by a series of bomb blasts in and around railway stations in Bombay. "
India,Mumbai,42,31,2,12,1998,3,12,1998,Hindus,,,Cinema,,99,-99,0,Cinemas,$#33A,,,"On Dec. 2-3 Hindu extremists of the Shiv Sena organisation smashed up cinemas in New Delhi, Bombay, Surat and Pune "
India,Mumbai,43,60,6,3,2000,6,3,2000,Muslim,,,Taslima Nasreen,,99,-99,0,99,$#34A,,,"Police in Bombay, the capital of Maharashtra state, on March 6 arrested 100 Muslim activists protesting against the controversial self-exiled Bangladeshi writer Taslima Nasreen."
India,Mumbai,44,41,27,1,2003,27,1,2003,99,,,Government,,99,-99,0,99,$#35A,,,"About 30 people were injured, eight critically, when two bombs exploded on Jan. 27 in Bombay while Prime Minister Vajpayee was visiting the city.  "
India,Mumbai,45,41,13,3,2003,13,3,2003,99,,,Government,,99,12,1,99,$#36A,,,"A bomb exploded on March 13 in a suburban commuter train in Bombay (Mumbai), the capital of western Maharashtra state, killing at least 12 people and injuring 75."
India,Mumbai,46,41,28,7,2003,28,7,2003,99,,,Government,,99,3,1,99,$#37A,,,At least three people were killed and 30 injured on July 28 when a bomb exploded on a bus in the city of Bombay (Mumbai).
India,Mumbai,47,41,25,8,2003,25,8,2003,99,,,Government,,99,52,1,99,$#38A,,,"Two bombs concealed in taxis exploded on Aug. 25 in southern Bombay (Mumbai), the capital of western Maharashtra state, killing 52 people and injuring more than 150.  "
India,Mumbai,48,60,99,9,2003,99,9,2003,Demonstrators,,,Israel,,99,-99,0,99,$#39A,,,"Sharon’s visit had provoked large demonstrations in the capital, New Delhi, Bombay, and in Kashmir and Calcutta, in support of the Palestinian cause."
India,Mumbai,49,41,11,7,2006,11,7,2006,99,,,Government,,99,181,1,99,$#40A,,,"Seven bombs exploding on July 11 within 15 minutes of each other on commuter trains and stations in the western city of Bombay (Mumbai), "
Kenya,Nairobi,1,60,15,4,1960,15,4,1960,NPCP,,,Government,,99,0,0,99,$#1A,,,A strike called by the N.P.C.P for Kenyatta's release was almost completely unsucessful in Nairobi.
Kenya,Nairobi,2,31,99,11,1961,99,11,1961,KANU supporters,,,KADU,,99,0,0,KADU,$#2A,,,KANU supporters wrecked the KADU office in Nairobi.
Kenya,Nairobi,3,60,10,4,1964,11,4,1964,KANU,,,Government,,2,0,0,99,$#3A,,,"50 KANU backbenchers demonstrated with placards reading: ""Kenya wants federation now"", at the Conference on East African Federation.  "
Kenya,Nairobi,4,31,24,2,1965,24,2,1965,Gunmen,,,Mr. Pia da Gama Pinto,,1,1,1,Outside Pintos house,$#4A,,,"Mr. Pia da Gama Pinto, editor of the militant Pan-Africa magazine in Nairobi and a specially elected Member of Parliament, who during the Mau Mau emergency had been the only Asian detainee was killed by three African gunmen outside his house in Nairobi on Feb. 24."
Kenya,Nairobi,5,31,6,7,1965,6,7,1965,Left-wing demonstrators,,,KANU headquarters,,99,0,0,KANU headquarters,$#5A,,,"Left-wing demonstrators attempted to take over the KANU headquarters in Nairobi, but the attempt was foiled by the police and 26 men and a woman was arrested."
Kenya,Nairobi,6,31,5,7,1969,5,7,1969,Gunman,,,Mr. Tom Mboya,,1,1,1,99,$#6A,,,"Assasination of Mr. Tom Mboya, Minister of Economic Planning, by a young African gunman, who fired two shots at point-blank range and succeeded in escaping from the scene of the murder."
Kenya,Nairobi,7,51,8,7,1969,8,7,1969,Demonstrators,,,99,,3,0,0,Roman Catholic Cathedral ,$#6B,,,"Violent demonstrations took place at the Roman Catholic Cathedral in Nairobi at the requiem Mass for Mr. Mboy, but were quelled by police riot squads and units of the Kenya Army; unofficial reports said that three Kikuyu were killed and at least 60 persons injured."
Kenya,Nairobi,8,61,12,12,1969,12,12,1969,Government,,,99,,99,0,0,99,$#7A,,,Independence anniversary rally held in Nairobi on Dec. 12 President Kenyatta declared that his Government would not turn Kenya into a one-party State and would maintain the freedom of the judiciary as well as of the Press.
Kenya,Nairobi,9,31,99,1,1975,99,1,1975,99,,,Mr. Kariuki,,99,0,0,99,$#8D,,,"Assasination attempt on Mr Kariuki, the M.P. for Nyandarua North."
Kenya,Nairobi,10,41,1,3,1975,1,3,1975,Maskini L,,,Government,,99,27,1,Bus terminal,$#8B,,,"Bomb explosion at a long-distance bus terminus in central Nairobi, which had destroyed a crowded coach, killing 27 people and injuring many others. The bomb was generally assumed to have been planted by a group calling itself the Maskini L explosions in the capital during February."
Kenya,Nairobi,11,31,2,3,1975,2,3,1975,99,,,Mr. Kariuki,,99,1,1,99,$#8A,,,"Mr. Kariuki was last seen alive at a Nairobi hotel on the evening of March 2, and was reported missing to the police by his three wives on March 6. Circulation of rumours that Mr. Kariuki had been led away from the hotel at which he had last been seen by a member of the General Service Unit (Kenya's paramilitary security police force). Late on March 11 the Kariuki family announced that the missing M.P.'s body had been located in the Nairobi city mortuary, where it had remained since being found in woodland near the capital on March 3. "
Kenya,Nairobi,12,60,12,3,1975,13,3,1975,Nairobi University students,,,99,,99,0,0,99,$#8C,,,"Nairobi University students boycotted classes to stage a number of demonstrations after the news about the murder of Mr Kariuki, but were dispersed without serious incident by riot police. Further minor demonstrations by students occurred on the following day as the boycott of classes continued, but otherwise conditions in Nairobi started to return to normal."
Kenya,Nairobi,13,60,26,5,1975,26,5,1975,Students,,,Government,,99,0,0,99,$#9A,,,"Violent demonstrations by students at Nairobi University on May 26, 1975-dispersed by riot police who fired shots into the air and made many arrests-were reported to be in protest against official attempts to mobilize pro-government opinion in the university with the aim of organizing a pledge of loyalty to President Kenyatta the name of the whole student body."
Kenya,Nairobi,14,41,12,6,1975,12,6,1975,99,,,Government,,99,0,0,Outside hotel,$#9B,,,"Two bomb explosions outside a Nairobi hotel, which caused some damage to cars and buildings."
